1	4.5747109785
2	4.82028156561
3	4.85981240436
4	4.86753445046
5	4.9558270576
6	4.69134788223
7	4.99043258678
8	4.92725368516
9	4.94164242261
10	4.85981240436
11	4.89034912822
12	4.74493212836
13	4.78749174278
14	4.7957905456
15	5.02388052085
16	4.60517018599
17	4.91265488574
18	4.73619844839
19	4.81218435537
20	4.89034912822
21	4.91265488574
22	4.94875989038
23	4.8751973232
24	4.89034912822
25	4.91265488574
26	4.5747109785
27	4.91265488574
28	4.88280192259
29	4.90527477844
30	4.80402104473
31	4.97673374242
32	4.99043258678
33	4.78749174278
34	4.83628190695
35	4.98360662171
36	4.88280192259
37	4.8283137373
38	4.56434819147
39	4.82028156561
40	5.05624580535
41	4.77912349311
42	4.8283137373
43	5.01727983681
44	4.84418708646
45	4.91265488574
46	4.68213122712
47	4.84418708646
48	4.83628190695
49	4.97673374242
50	4.81218435537
51	4.98360662171
52	4.62497281328
53	4.99721227376
54	4.68213122712
55	4.78749174278
56	4.67282883446
57	4.80402104473
58	4.91998092583
59	4.64439089914
60	4.72738781871
61	4.96981329958
62	4.82028156561
63	4.74493212836
64	4.83628190695
65	4.97673374242
66	4.73619844839
67	4.8751973232
68	4.78749174278
69	4.92725368516
70	4.84418708646
71	4.8751973232
72	4.91998092583
73	4.84418708646
74	4.74493212836
75	4.9558270576
76	5.02388052085
77	4.96981329958
78	4.77068462447
79	4.8283137373
80	4.91998092583
81	4.63472898823
82	4.75359019111
83	5.01727983681
84	4.88280192259
85	4.92725368516
86	4.81218435537
87	4.82028156561
88	4.65396035016
89	4.8751973232
90	4.7957905456
91	4.96284463026
92	4.7621739348
93	4.8751973232
94	4.69134788223
95	4.78749174278
96	4.68213122712
97	4.68213122712
98	4.91998092583
99	4.7957905456
100	4.7957905456
101	4.85981240436
102	4.80402104473
103	4.85203026392
104	4.93447393313
105	4.86753445046
106	4.60517018599
107	4.63472898823
108	4.81218435537
109	4.73619844839
110	4.85981240436
111	4.89034912822
112	4.85981240436
113	4.84418708646
114	4.73619844839
115	4.7957905456
116	4.99043258678
117	4.74493212836
118	4.5747109785
119	4.91265488574
120	4.85981240436
